"transaction_id","merchant_id","customer_id","customer_age","amount","transaction_amount_clean","location","purchase_category","transaction_time","transaction_year","transaction_month","transaction_day","transaction_hour","transaction_minute","transaction_second","is_fraudulent","card_type_MasterCard","card_type_Rupay","card_type_Visa","fraud_type_Identity theft","fraud_type_Malware","fraud_type_Payment card fraud","fraud_type_phishing","fraud_type_scam"
415,2003,554435,24,4368.49,4368.49,"Kolkata","Digital","10/27/2023 19:19",2023,10,27,19,19,0,1,0,0,1,0,0,0,1,0
416,2092,171888,31,1024.727,1024.727,"Chennai","Digital","10/17/2023 20:37",2023,10,17,20,37,0,0,0,0,1,0,0,0,0,1
418,2024,764795,52,6002.34,6002.34,"Mumbai","Digital","09/27/2023 10:04",2023,9,27,10,4,0,0,1,0,0,1,0,0,0,0
419,2012,121982,22,8843.82,8843.82,"Delhi","Digital","01/14/2024 20:27",2024,1,14,20,27,0,0,0,0,0,0,0,0,1,0
420,2081,251750,43,9983.56,9983.56,"Mumbai","POS","03/26/2024 08:08",2024,3,26,8,8,0,0,1,0,0,1,0,0,0,0
421,2032,610825,59,9334.48,9334.48,"Jaipur","POS","02/19/2024 09:16",2024,2,19,9,16,0,0,0,1,0,0,0,0,0,1
422,2015,877296,43,6443.52,6443.52,"","POS","01/01/2024 06:35",2024,1,1,6,35,0,0,0,0,1,0,0,0,1,0
423,2041,192396,27,4241.42,4241.42,"Ahmedabad","Digital","12/19/2023 15:14",2023,12,19,15,14,0,1,0,0,1,0,0,0,0,1
424,2065,163512,60,9569.94,9569.94,"Mumbai","Digital","11/02/2023 02:15",2023,11,2,2,15,0,0,0,1,0,0,0,0,0,1
425,2054,545462,34,9440.676,9440.676,"Hyderabad","Digital","12/01/2023 10:18",2023,12,1,10,18,0,0,0,0,1,0,1,0,0,0
427,2041,587969,43,6812.1075,6812.1075,"Chennai","Digital","10/08/2023 02:26",2023,10,8,2,26,0,0,0,1,0,0,0,1,0,0
428,2033,765424,59,10087.236,10087.236,"Mumbai","POS","01/07/2024 18:12",2024,1,7,18,12,0,0,0,1,0,0,0,1,0,0
429,2029,602736,26,4256.054,4256.054,"Mumbai","Digital","11/15/2023 17:17",2023,11,15,17,17,0,0,0,0,1,0,0,0,0,0
430,2012,597624,66,6888.156,6888.156,"Bangalore","Digital","10/10/2023 07:39",2023,10,10,7,39,0,0,0,1,0,1,0,0,0,0
431,2012,978640,43,6488.141,6488.141,"Jaipur","Digital","09/10/2023 12:07",2023,9,10,12,7,0,1,0,0,1,0,0,0,1,0
432,2017,201828,53,1885.54,1885.54,"Surat","POS","01/10/2024 21:45",2024,1,10,21,45,0,0,0,0,1,0,1,0,0,0
433,2031,532926,53,4019.664,4019.664,"Surat","Digital","01/15/2024 12:32",2024,1,15,12,32,0,1,0,1,0,1,0,0,0,0
434,2095,532624,35,4054.068,4054.068,"Bangalore","Digital","09/23/2023 17:10",2023,9,23,17,10,0,0,0,0,1,0,0,0,0,1
435,2098,692444,43,372.792,372.792,"Kolkata","","02/22/2024 10:34",2024,2,22,10,34,0,0,1,0,0,0,0,0,1,0
603,2038,715064,46,348.852,348.852,"Bangalore","POS","02/26/2024 19:30",2024,2,26,19,30,0,1,1,0,0,0,0,0,1,0
437,2045,407674,67,9990.468,9990.468,"Hyderabad","Digital","01/25/2024 07:47",2024,1,25,7,47,0,0,0,0,1,0,1,0,0,0
438,2028,340989,31,3320.46,3320.46,"Pune","POS","03/14/2024 15:50",2024,3,14,15,50,0,1,1,0,0,0,1,0,0,0
439,2061,532087,42,5204.88,5204.88,"Hyderabad","POS","09/14/2023 18:09",2023,9,14,18,9,0,1,0,0,1,0,0,0,0,1
440,2092,915831,61,4533.48,4533.48,"Bangalore","Digital","11/13/2023 02:50",2023,11,13,2,50,0,0,1,0,0,0,1,0,0,0
441,2061,589533,23,10350.736,10350.736,"Ahmedabad","Digital","11/30/2023 18:59",2023,11,30,18,59,0,1,0,1,0,0,1,0,0,0
442,2056,665091,59,3156,3156,"Kolkata","POS","03/31/2024 19:01",2024,3,31,19,1,0,0,0,0,1,1,0,0,0,0
443,2015,870965,43,4757.599,4757.599,"Ahmedabad","","03/07/2024 16:38",2024,3,7,16,38,0,0,0,0,1,0,0,0,1,0
444,2055,587570,32,10480.404,10480.404,"Hyderabad","","03/18/2024 14:34",2024,3,18,14,34,0,0,0,0,1,1,0,0,0,0
603,2009,378405,46,10112.688,10112.688,"Surat","POS","03/01/2024 21:55",2024,3,1,21,55,0,0,0,0,1,1,0,0,0,0
446,2029,970931,21,2852.565,2852.565,"Hyderabad","POS","09/11/2023 23:23",2023,9,11,23,23,0,0,0,0,1,1,0,0,0,0
447,2024,210343,35,12054.45,12054.45,"Delhi","POS","01/23/2024 00:15",2024,1,23,0,15,0,1,0,0,1,1,0,0,0,0
449,2004,863377,66,4855.54,4855.54,"Chennai","Digital","10/16/2023 12:43",2023,10,16,12,43,0,0,0,1,0,0,0,0,0,1
450,2064,161390,43,2067.195,2067.195,"Delhi","Digital","01/16/2024 02:48",2024,1,16,2,48,0,0,1,0,0,0,1,0,0,0
451,2093,766637,43,851.99,851.99,"Bangalore","POS","02/12/2024 14:23",2024,2,12,14,23,0,1,0,0,1,0,0,1,0,0
452,2048,269360,33,7293,7293,"Mumbai","Digital","01/22/2024 20:56",2024,1,22,20,56,0,0,1,0,0,0,1,0,0,0
453,2002,859858,28,4989.79,4989.79,"Ahmedabad","Digital","12/16/2023 19:05",2023,12,16,19,5,0,0,1,0,0,0,0,0,1,0
454,2044,637934,31,4396.66,4396.66,"Pune","POS","03/02/2024 08:21",2024,3,2,8,21,0,0,0,1,0,0,0,0,1,0
455,2013,630274,20,12059.2065,12059.2065,"Delhi","Digital","09/03/2023 04:49",2023,9,3,4,49,0,0,1,0,0,0,0,1,0,0
456,2029,525829,68,7666.85,7666.85,"Kolkata","Digital","02/17/2024 09:57",2024,2,17,9,57,0,1,0,1,0,0,0,0,1,0
458,2017,296639,59,7346.088,7346.088,"Delhi","Digital","11/14/2023 09:21",2023,11,14,9,21,0,1,0,0,1,0,0,0,0,1
459,2061,782523,55,1396.77,1396.77,"Surat","Digital","01/07/2024 07:47",2024,1,7,7,47,0,0,0,0,0,0,0,1,0,0
603,2036,632131,43,11289.27,11289.27,"Chennai","Digital","01/09/2024 04:52",2024,1,9,4,52,0,0,0,1,0,0,0,0,0,1
461,2024,860573,59,6586.7,6586.7,"Hyderabad","Digital","02/04/2024 11:28",2024,2,4,11,28,0,1,0,1,0,0,1,0,0,0
462,2047,425962,35,10525.152,10525.152,"Hyderabad","Digital","03/13/2024 11:51",2024,3,13,11,51,0,1,0,1,0,1,0,0,0,0
603,2064,135205,37,736.13,736.13,"Delhi","POS","02/25/2024 22:14",2024,2,25,22,14,0,0,1,0,0,0,0,0,1,0
464,2052,642359,65,679.459,679.459,"Bangalore","Digital","11/07/2023 19:03",2023,11,7,19,3,0,1,1,0,0,0,0,1,0,0
465,2078,689745,42,6038.086,6038.086,"Kolkata","POS","10/13/2023 17:38",2023,10,13,17,38,0,1,0,1,0,0,1,0,0,0
466,2072,789142,55,2653.97,2653.97,"Bangalore","","09/17/2023 07:16",2023,9,17,7,16,0,0,0,0,1,0,0,0,0,0
467,2014,494914,30,4513.392,4513.392,"Ahmedabad","Digital","11/01/2023 02:22",2023,11,1,2,22,0,0,0,0,1,0,0,1,0,0
468,2048,229566,43,14960.9295,14960.9295,"Jaipur","POS","01/14/2024 00:26",2024,1,14,0,26,0,0,1,0,0,0,0,1,0,0
603,2087,786949,31,2786.278,2786.278,"Chennai","","02/27/2024 20:31",2024,2,27,20,31,0,0,1,0,0,0,1,0,0,0
471,2011,548222,45,12549.9165,12549.9165,"Hyderabad","Digital","11/18/2023 00:56",2023,11,18,0,56,0,0,1,0,0,0,0,1,0,0
472,2047,699070,69,5429.892,5429.892,"Chennai","POS","01/01/2024 12:53",2024,1,1,12,53,0,1,1,0,0,0,1,0,0,0
474,2060,835621,25,840.468,840.468,"Kolkata","POS","10/29/2023 21:00",2023,10,29,21,0,0,0,0,1,0,0,0,1,0,0
475,2042,483215,61,7351.995,7351.995,"Kolkata","Digital","01/08/2024 05:58",2024,1,8,5,58,0,1,1,0,0,0,0,0,1,0
603,2069,531409,51,461.352,461.352,"Hyderabad","POS","12/23/2023 17:49",2023,12,23,17,49,0,0,0,0,1,0,0,1,0,0
477,2038,401516,61,740.74,740.74,"Delhi","Digital","09/19/2023 16:00",2023,9,19,16,0,0,0,1,0,0,0,0,0,0,1
478,2055,911045,22,10882.86,10882.86,"Kolkata","Digital","10/01/2023 10:00",2023,10,1,10,0,0,0,0,0,1,1,0,0,0,0
479,2062,287850,22,1579.039,1579.039,"Bangalore","POS","11/27/2023 12:31",2023,11,27,12,31,0,0,0,0,1,0,0,0,1,0
480,2045,554435,48,6417.108,6417.108,"Mumbai","Digital","10/08/2023 13:10",2023,10,8,13,10,0,0,0,0,1,0,0,1,0,0
481,2087,434301,62,7452.72,7452.72,"Delhi","Digital","02/18/2024 03:53",2024,2,18,3,53,0,0,0,1,0,1,0,0,0,0
482,2010,645815,26,3506.07,3506.07,"Jaipur","Digital","10/08/2023 06:56",2023,10,8,6,56,0,0,0,1,0,1,0,0,0,0
483,2061,653287,59,9903.674,9903.674,"Pune","Digital","01/18/2024 09:56",2024,1,18,9,56,0,1,0,1,0,0,0,1,0,0
484,2076,662077,49,400.71,400.71,"Surat","Digital","01/23/2024 03:21",2024,1,23,3,21,0,0,1,0,0,0,1,0,0,0
485,2097,598132,43,6038.086,6038.086,"Chennai","Digital","11/11/2023 11:18",2023,11,11,11,18,0,0,0,1,0,0,1,0,0,0
603,2024,645180,20,9635.77,9635.77,"Chennai","POS","11/26/2023 20:37",2023,11,26,20,37,0,1,0,1,0,0,0,1,0,0
487,2070,879598,47,5623.67,5623.67,"Mumbai","Digital","03/17/2024 18:10",2024,3,17,18,10,0,1,1,0,0,1,0,0,0,0
488,2051,267128,67,16868.484,16304.141875,"Delhi","Digital","12/27/2023 02:07",2023,12,27,2,7,0,1,1,0,0,0,0,1,0,0
489,2003,190650,29,940.4505,940.4505,"Hyderabad","POS","11/23/2023 00:18",2023,11,23,0,18,0,0,0,0,1,0,0,1,0,0
490,2058,242323,46,4638.689,4638.689,"Bangalore","POS","10/18/2023 07:39",2023,10,18,7,39,0,0,1,0,0,0,0,0,0,1
491,2071,554435,20,3166.284,3166.284,"Mumbai","Digital","12/10/2023 10:11",2023,12,10,10,11,0,0,1,0,0,0,1,0,0,0
492,2019,726087,43,12080.7555,12080.7555,"Surat","Digital","09/16/2023 01:43",2023,9,16,1,43,0,0,0,1,0,0,0,0,0,1
493,2092,373149,47,10795.301,10795.301,"Kolkata","Digital","02/14/2024 15:01",2024,2,14,15,1,0,0,0,0,1,1,0,0,0,0
494,2062,684511,26,6038.086,6038.086,"","Digital","03/13/2024 06:39",2024,3,13,6,39,0,0,0,0,1,0,0,0,0,1
495,2053,187994,43,7214.944,7214.944,"Pune","Digital","03/15/2024 11:23",2024,3,15,11,23,0,0,1,0,0,1,0,0,0,0
496,2073,361711,19,3031.605,3031.605,"Hyderabad","Digital","10/10/2023 23:03",2023,10,10,23,3,0,1,0,1,0,0,0,0,1,0
497,2097,616807,20,5675.04,5675.04,"Mumbai","","11/09/2023 16:21",2023,11,9,16,21,0,0,0,1,0,0,0,0,1,0
498,2056,472721,63,5599.356,5599.356,"Jaipur","Digital","02/04/2024 11:39",2024,2,4,11,39,0,1,0,1,0,0,0,0,0,1
499,2089,112103,21,10693.595,10693.595,"Mumbai","POS","12/30/2023 12:38",2023,12,30,12,38,0,1,0,1,0,0,0,0,1,0
500,2040,913519,42,7325.82,7325.82,"Mumbai","POS","01/27/2024 10:05",2024,1,27,10,5,0,1,1,0,0,1,0,0,0,0
501,2002,255660,68,3527.59,3527.59,"Mumbai","Digital","03/01/2024 22:53",2024,3,1,22,53,0,0,0,1,0,0,0,0,1,0
502,2005,345999,30,1303.775,1303.775,"Hyderabad","Digital","10/23/2023 19:59",2023,10,23,19,59,0,0,0,0,1,0,0,0,1,0
503,2004,576973,43,2565.6015,2565.6015,"Mumbai","Digital","10/11/2023 23:32",2023,10,11,23,32,0,0,0,0,1,0,0,0,1,0
504,2004,560364,61,2750.28,2750.28,"Delhi","POS","10/22/2023 09:02",2023,10,22,9,2,0,0,1,0,0,1,0,0,0,0
505,2053,554435,52,3820.68,3820.68,"Hyderabad","Digital","11/22/2023 05:36",2023,11,22,5,36,0,0,0,1,0,0,0,1,0,0
506,2046,157921,40,9364.993,9364.993,"Kolkata","Digital","10/13/2023 12:31",2023,10,13,12,31,0,0,0,1,0,0,0,0,1,0
507,2086,323353,26,6761.004,6761.004,"Delhi","POS","03/18/2024 22:54",2024,3,18,22,54,0,0,0,1,0,0,0,0,0,0
508,2048,224601,19,5257.74,5257.74,"","POS","11/02/2023 16:05",2023,11,2,16,5,0,1,0,1,0,0,1,0,0,0
509,2008,525337,58,1430.34,1430.34,"Kolkata","POS","01/16/2024 19:28",2024,1,16,19,28,0,1,1,0,0,0,0,0,0,1
510,2098,249141,61,8608.39,8608.39,"Pune","POS","04/01/2024 19:12",2024,4,1,19,12,0,1,0,1,0,0,0,0,0,0
511,2019,295481,48,6038.086,6038.086,"Chennai","Digital","11/19/2023 01:52",2023,11,19,1,52,0,1,1,0,0,0,0,0,1,0
512,2060,996246,61,1084.95,1084.95,"Hyderabad","Digital","12/12/2023 01:31",2023,12,12,1,31,0,0,0,1,0,1,0,0,0,0
513,2034,706853,64,6038.086,6038.086,"Chennai","POS","10/12/2023 19:06",2023,10,12,19,6,0,0,0,1,0,0,0,0,1,0
514,2049,275883,19,5458.21,5458.21,"Hyderabad","POS","12/22/2023 22:27",2023,12,22,22,27,0,0,0,0,1,0,0,1,0,0
515,2081,334207,49,1294.755,1294.755,"Kolkata","Digital","09/03/2023 01:56",2023,9,3,1,56,0,0,1,0,0,0,0,0,1,0
603,2061,455199,35,6915.135,6915.135,"Pune","Digital","01/03/2024 02:20",2024,1,3,2,20,0,0,0,0,1,0,1,0,0,0
517,2016,497011,30,8770.914,8770.914,"Bangalore","Digital","11/02/2023 04:33",2023,11,2,4,33,0,0,1,0,0,0,0,1,0,0
518,2087,644397,63,2549.19,2549.19,"Bangalore","POS","12/22/2023 01:19",2023,12,22,1,19,0,0,0,1,0,0,0,0,0,0
519,2002,821465,22,11351.64,11351.64,"Delhi","POS","02/17/2024 08:35",2024,2,17,8,35,0,1,0,1,0,0,1,0,0,0
603,2031,218152,59,6038.086,6038.086,"Mumbai","Digital","01/21/2024 21:38",2024,1,21,21,38,0,0,1,0,0,0,0,0,0,1
521,2098,420861,61,6038.086,6038.086,"Mumbai","Digital","09/16/2023 19:05",2023,9,16,19,5,0,0,0,0,1,0,1,0,0,0
522,2012,987246,43,4649.84,4649.84,"Bangalore","Digital","01/05/2024 18:57",2024,1,5,18,57,0,0,1,0,0,0,0,0,0,1
523,2088,585275,43,4147.07,4147.07,"Kolkata","POS","03/13/2024 07:18",2024,3,13,7,18,0,0,1,0,0,0,0,0,1,0
524,2072,420631,42,6038.086,6038.086,"Pune","POS","02/04/2024 03:15",2024,2,4,3,15,0,0,0,1,0,0,0,0,0,0
525,2067,895597,51,5477.05,5477.05,"Delhi","POS","03/01/2024 11:51",2024,3,1,11,51,0,0,0,0,1,0,1,0,0,0
603,2013,869948,54,669.62,669.62,"Kolkata","Digital","11/30/2023 17:50",2023,11,30,17,50,0,0,1,0,0,1,0,0,0,0
527,2097,272584,47,5149.4,5149.4,"Mumbai","Digital","11/17/2023 17:59",2023,11,17,17,59,0,0,0,0,1,0,0,0,0,1
528,2010,413260,24,6038.086,6038.086,"","Digital","12/28/2023 20:18",2023,12,28,20,18,0,1,0,0,1,0,0,0,0,1
529,2055,692974,23,6929.16,6929.16,"Chennai","Digital","10/01/2023 23:45",2023,10,1,23,45,0,1,0,0,0,0,1,0,0,0
603,2066,969706,20,566.97,566.97,"Ahmedabad","POS","01/27/2024 21:32",2024,1,27,21,32,0,0,0,0,1,0,1,0,0,0
531,2091,169290,30,8660.817,8660.817,"Surat","","10/26/2023 15:13",2023,10,26,15,13,0,0,0,1,0,0,0,0,0,1
532,2028,139326,20,3696.426,3696.426,"Delhi","POS","02/11/2024 05:36",2024,2,11,5,36,0,0,0,1,0,0,0,0,0,1
533,2008,721021,43,2885.608,2885.608,"Mumbai","POS","11/05/2023 13:50",2023,11,5,13,50,0,0,0,0,0,0,0,0,0,1
534,2066,376870,43,1857.713,1857.713,"Kolkata","Digital","03/20/2024 17:45",2024,3,20,17,45,0,0,0,1,0,0,0,0,1,0
535,2024,607294,23,3335.64,3335.64,"Chennai","POS","12/10/2023 13:04",2023,12,10,13,4,0,0,0,0,1,0,0,0,0,1
536,2097,493765,60,11369.52,11369.52,"Surat","POS","03/08/2024 03:16",2024,3,8,3,16,0,0,0,1,0,0,0,0,1,0
537,2075,957824,66,9392.202,9392.202,"Surat","POS","11/20/2023 02:55",2023,11,20,2,55,0,0,1,0,0,1,0,0,0,0
538,2041,728443,59,2088.57,2088.57,"","Digital","09/24/2023 12:52",2023,9,24,12,52,0,0,0,1,0,0,1,0,0,0
539,2008,218010,29,9662.851,9662.851,"Surat","Digital","02/29/2024 18:01",2024,2,29,18,1,0,0,1,0,0,0,0,0,0,0
540,2078,108263,66,6038.086,6038.086,"Chennai","Digital","12/16/2023 19:24",2023,12,16,19,24,0,1,1,0,0,0,0,0,0,1
541,2039,740925,53,8712.26,8712.26,"Pune","POS","09/11/2023 14:04",2023,9,11,14,4,0,0,0,1,0,0,0,0,0,1
542,2024,957863,19,3639.03,3639.03,"","Digital","12/13/2023 02:35",2023,12,13,2,35,0,0,0,1,0,0,1,0,0,0
543,2004,554435,28,4539.83,4539.83,"Delhi","Digital","01/02/2024 06:16",2024,1,2,6,16,0,0,0,0,1,0,0,1,0,0
544,2010,177626,56,9850.65,9850.65,"Surat","Digital","02/16/2024 11:24",2024,2,16,11,24,0,0,1,0,0,1,0,0,0,0
545,2058,210020,51,8504.672,8504.672,"Pune","Digital","10/07/2023 20:15",2023,10,7,20,15,0,0,0,1,0,1,0,0,0,0
546,2097,507697,43,384.384,384.384,"Kolkata","Digital","01/30/2024 22:52",2024,1,30,22,52,0,0,0,0,1,0,0,1,0,0
547,2087,421487,35,768.669,768.669,"Hyderabad","Digital","09/15/2023 15:24",2023,9,15,15,24,0,1,0,1,0,0,0,0,0,1
548,2078,350280,38,6038.086,6038.086,"Pune","Digital","01/24/2024 05:30",2024,1,24,5,30,0,1,0,1,0,0,0,0,1,0
549,2037,114299,53,13645.11,13645.11,"Hyderabad","Digital","01/20/2024 01:11",2024,1,20,1,11,0,0,0,1,0,1,0,0,0,0
550,2071,242497,57,8115.12,8115.12,"Hyderabad","POS","11/13/2023 05:52",2023,11,13,5,52,0,1,1,0,0,0,0,0,1,0
551,2004,554435,69,5503.553,5503.553,"Pune","Digital","01/12/2024 07:41",2024,1,12,7,41,0,0,0,1,0,0,1,0,0,0
552,2047,761266,43,1319.352,1319.352,"Surat","POS","11/03/2023 22:45",2023,11,3,22,45,0,0,0,0,1,1,0,0,0,0
554,2017,980115,39,14813.874,14813.874,"Surat","Digital","12/28/2023 05:11",2023,12,28,5,11,0,1,0,1,0,0,0,0,0,1
557,2059,978607,43,11575.848,11575.848,"Jaipur","Digital","02/25/2024 07:58",2024,2,25,7,58,0,0,1,0,0,0,0,1,0,0
558,2047,551727,47,2077.48,2077.48,"Chennai","Digital","12/31/2023 08:22",2023,12,31,8,22,0,0,1,0,0,1,0,0,0,0
559,2076,641636,25,6308.556,6308.556,"Surat","POS","10/01/2023 07:32",2023,10,1,7,32,0,1,1,0,0,0,0,1,0,0
560,2027,686604,51,6038.086,6038.086,"Kolkata","Digital","03/28/2024 10:50",2024,3,28,10,50,0,1,1,0,0,0,0,0,1,0
561,2068,313655,64,14290.02,14290.02,"Ahmedabad","POS","12/29/2023 05:14",2023,12,29,5,14,0,1,0,0,1,0,0,0,0,0
562,2076,943017,26,5797.05,5797.05,"Hyderabad","Digital","11/30/2023 06:33",2023,11,30,6,33,0,0,0,0,0,0,0,0,0,1
563,2080,679213,68,6364.1,6364.1,"","Digital","09/14/2023 16:14",2023,9,14,16,14,0,0,0,1,0,0,0,0,1,0
564,2039,554435,37,7989.25,7989.25,"Surat","Digital","09/28/2023 12:46",2023,9,28,12,46,0,0,0,1,0,0,0,1,0,0
565,2044,554435,57,4787.892,4787.892,"Pune","Digital","04/01/2024 19:20",2024,4,1,19,20,0,1,1,0,0,0,0,1,0,0
566,2095,686912,42,9155.15,9155.15,"Hyderabad","Digital","10/31/2023 14:34",2023,10,31,14,34,0,1,0,0,1,0,0,0,1,0
567,2061,554435,36,8030.46,8030.46,"Hyderabad","Digital","01/10/2024 05:44",2024,1,10,5,44,0,0,0,0,1,0,0,0,1,0
568,2092,606762,22,1945.98,1945.98,"Ahmedabad","Digital","11/04/2023 14:30",2023,11,4,14,30,0,0,0,0,0,0,0,0,0,1
570,2066,232985,32,7942.95,7942.95,"Kolkata","Digital","11/22/2023 16:24",2023,11,22,16,24,0,0,1,0,0,0,0,0,0,1
571,2055,419285,25,4802.67,4802.67,"Ahmedabad","Digital","11/10/2023 23:57",2023,11,10,23,57,0,0,0,0,1,0,0,0,1,0
572,2039,719622,36,8578.93,8578.93,"Chennai","POS","12/23/2023 07:06",2023,12,23,7,6,0,0,1,0,0,0,0,0,1,0
573,2097,944839,40,9972.743,9972.743,"Hyderabad","Digital","12/16/2023 19:55",2023,12,16,19,55,0,0,0,0,1,0,1,0,0,0
574,2039,513435,44,2805.2,2805.2,"","Digital","01/07/2024 06:07",2024,1,7,6,7,0,0,1,0,0,0,0,1,0,0
575,2090,612514,57,14754.06,14754.06,"Surat","POS","11/27/2023 02:47",2023,11,27,2,47,0,0,0,0,1,0,0,0,0,1
576,2076,262209,49,2175.12,2175.12,"Ahmedabad","","11/22/2023 05:59",2023,11,22,5,59,0,1,1,0,0,0,1,0,0,0
577,2032,849104,43,3399.099,3399.099,"","Digital","03/19/2024 05:10",2024,3,19,5,10,0,0,0,0,1,0,0,0,1,0
578,2005,196099,44,6038.086,6038.086,"Bangalore","POS","11/06/2023 12:00",2023,11,6,12,0,0,1,0,0,1,0,1,0,0,0
579,2087,476443,36,13417.8,13417.8,"Mumbai","","11/07/2023 23:14",2023,11,7,23,14,0,0,1,0,0,1,0,0,0,0
580,2018,155747,67,6560.21,6560.21,"Pune","Digital","11/04/2023 17:58",2023,11,4,17,58,0,0,1,0,0,0,0,0,0,1
581,2079,236782,59,1563.44,1563.44,"Pune","","11/26/2023 10:38",2023,11,26,10,38,0,0,0,1,0,0,0,0,0,1
582,2039,554435,46,4874.342,4874.342,"Bangalore","POS","11/13/2023 11:48",2023,11,13,11,48,0,0,1,0,0,0,0,1,0,0
583,2091,690299,56,7406.664,7406.664,"Hyderabad","Digital","11/11/2023 18:38",2023,11,11,18,38,0,0,0,0,1,0,0,0,1,0
584,2096,380096,58,880.47,880.47,"Kolkata","Digital","11/30/2023 14:37",2023,11,30,14,37,0,0,0,0,1,1,0,0,0,0
585,2058,358691,50,8830.04,8830.04,"Delhi","Digital","11/28/2023 18:22",2023,11,28,18,22,0,0,1,0,0,0,0,0,0,1
586,2058,252696,36,8045.86,8045.86,"Bangalore","Digital","03/24/2024 12:56",2024,3,24,12,56,0,0,0,1,0,0,0,0,0,1
587,2047,894734,43,7615.215,7615.215,"Chennai","Digital","03/04/2024 04:31",2024,3,4,4,31,0,1,1,0,0,1,0,0,0,0
588,2047,148453,36,9672.91,9672.91,"Surat","Digital","11/29/2023 07:54",2023,11,29,7,54,0,0,0,0,1,0,0,1,0,0
590,2044,330559,64,10826.09,10826.09,"Hyderabad","Digital","10/09/2023 07:55",2023,10,9,7,55,0,0,0,1,0,0,0,0,0,0
591,2088,182584,33,7365.38,7365.38,"Mumbai","Digital","12/08/2023 07:40",2023,12,8,7,40,0,0,1,0,0,0,0,0,0,0
603,2041,125697,24,6038.086,6038.086,"Surat","Digital","12/10/2023 04:25",2023,12,10,4,25,0,0,0,0,1,0,1,0,0,0
594,2099,158959,43,15885.324,15885.324,"Chennai","Digital","11/28/2023 23:18",2023,11,28,23,18,0,0,0,0,1,1,0,0,0,0
595,2062,665028,49,7746.336,7746.336,"Pune","POS","01/01/2024 03:14",2024,1,1,3,14,0,0,1,0,0,0,0,0,1,0
596,2026,796756,43,1997.064,1997.064,"Delhi","Digital","12/16/2023 19:34",2023,12,16,19,34,0,1,1,0,0,0,1,0,0,0
597,2037,838120,25,192.984,192.984,"Bangalore","Digital","03/23/2024 19:22",2024,3,23,19,22,0,0,0,1,0,0,1,0,0,0
598,2059,324886,22,8429.355,8429.355,"Pune","Digital","01/23/2024 01:18",2024,1,23,1,18,0,0,0,0,1,0,0,0,0,1
599,2006,743175,59,6357.156,6357.156,"Pune","","01/05/2024 18:43",2024,1,5,18,43,0,1,0,0,1,1,0,0,0,0
600,2004,898876,45,7207.57,7207.57,"Chennai","Digital","09/16/2023 14:13",2023,9,16,14,13,0,0,0,1,0,0,0,0,0,1
601,2044,554435,22,9798.877,9798.877,"Bangalore","Digital","03/21/2024 20:55",2024,3,21,20,55,0,1,0,0,1,0,0,0,0,1
602,2047,486924,43,1512.18,1512.18,"Ahmedabad","Digital","03/03/2024 01:41",2024,3,3,1,41,0,0,0,1,0,0,0,1,0,0
603,2030,270090,43,13191.102,13191.102,"Delhi","","09/21/2023 05:35",2023,9,21,5,35,0,1,0,1,0,0,0,0,0,0
604,2022,528632,22,1914.75,1914.75,"Kolkata","Digital","12/30/2023 18:02",2023,12,30,18,2,0,0,0,0,1,0,0,0,0,1
605,2041,250585,39,12883.29,12883.29,"Jaipur","Digital","12/04/2023 00:31",2023,12,4,0,31,0,0,1,0,0,0,1,0,0,0
606,2009,621527,32,8199.68,8199.68,"Surat","Digital","10/29/2023 21:34",2023,10,29,21,34,0,0,1,0,0,0,0,1,0,0
607,2031,358223,30,6038.086,6038.086,"Chennai","Digital","11/15/2023 11:30",2023,11,15,11,30,0,0,1,0,0,0,0,0,0,0
608,2052,554435,45,8540.304,8540.304,"","Digital","01/19/2024 08:38",2024,1,19,8,38,0,0,1,0,0,0,1,0,0,0
609,2047,164124,50,5720.004,5720.004,"Delhi","Digital","02/05/2024 04:17",2024,2,5,4,17,0,1,0,0,1,0,0,0,0,0
603,2038,733135,60,5685.744,5685.744,"Bangalore","Digital","11/09/2023 15:26",2023,11,9,15,26,0,0,0,0,0,0,0,1,0,0
611,2030,998060,40,9047.819,9047.819,"Kolkata","Digital","02/10/2024 06:04",2024,2,10,6,4,0,1,0,1,0,0,1,0,0,0
612,2081,938489,50,4619.69,4619.69,"Jaipur","POS","11/17/2023 14:13",2023,11,17,14,13,0,0,0,0,1,0,0,0,0,1
613,2099,287626,60,4332.108,4332.108,"Mumbai","Digital","09/03/2023 18:12",2023,9,3,18,12,0,0,1,0,0,0,0,1,0,0
614,2001,839721,35,4967.41,4967.41,"Kolkata","Digital","10/19/2023 11:38",2023,10,19,11,38,0,0,0,1,0,0,0,0,0,1
615,2077,516545,67,12436.62,12436.62,"Chennai","POS","10/18/2023 04:42",2023,10,18,4,42,0,0,0,0,1,0,0,0,1,0
616,2076,741542,47,3385.32,3385.32,"Surat","POS","02/23/2024 17:53",2024,2,23,17,53,0,0,0,0,1,0,0,1,0,0
617,2047,641211,43,2935.2345,2935.2345,"Kolkata","Digital","02/17/2024 01:51",2024,2,17,1,51,0,0,1,0,0,0,1,0,0,0
618,2011,890457,33,8561.448,8561.448,"Hyderabad","Digital","12/06/2023 12:52",2023,12,6,12,52,0,1,0,0,1,0,0,0,0,1
